Sample_ID,Site,PFAS_type,Conc_ppb,Sample_type,Size_class
HB_B_mega3,Hop Brook,ADONA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFHpA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFHxS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFOA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFHpS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,6:2FTS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,9Cl-PF3ONS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFNA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFOS,6.13,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFNS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,8:2FTS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFDA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,NMeFOSAA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFOSA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFDS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,NEtFOSAA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,11CL-PF3OUdS,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFUnA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFDoA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFTrDA,0,Larval_Megaloptera,NA
HB_B_mega3,Hop Brook,PFTA,0,Larval_Megaloptera,NA
HB_E_odon1,Hop Brook,PFBA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFPeA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFBS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFHxA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,4:2FTS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFPeS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,GenX,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,ADONA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFHpA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFHxS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFOA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFHpS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,6:2FTS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,9Cl-PF3ONS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFNA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFOS,1.9,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFNS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,8:2FTS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFDA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,NMeFOSAA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFOSA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFDS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,NEtFOSAA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,11CL-PF3OUdS,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFUnA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFDoA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFTrDA,0,Emergent_Odonata,NA
HB_E_odon1,Hop Brook,PFTA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFBA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFPeA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFBS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFHxA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,4:2FTS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFPeS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,GenX,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,ADONA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFHpA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFHxS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFOA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFHpS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,6:2FTS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,9Cl-PF3ONS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFNA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFOS,3.2,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFNS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,8:2FTS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFDA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,NMeFOSAA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFOSA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFDS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,NEtFOSAA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,11CL-PF3OUdS,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFUnA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFDoA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFTrDA,0,Emergent_Odonata,NA
HB_E_odon2,Hop Brook,PFTA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFBA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFPeA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFBS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFHxA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,4:2FTS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFPeS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,GenX,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,ADONA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFHpA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFHxS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFOA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFHpS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,6:2FTS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,9Cl-PF3ONS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFNA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFOS,1.09,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFNS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,8:2FTS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFDA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,NMeFOSAA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFOSA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFDS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,NEtFOSAA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,11CL-PF3OUdS,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFUnA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFDoA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFTrDA,0,Emergent_Odonata,NA
HB_E_odon3,Hop Brook,PFTA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFBA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFPeA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFBS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFHxA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,4:2FTS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFPeS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,GenX,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,ADONA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFHpA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFHxS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFOA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFHpS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,6:2FTS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,9Cl-PF3ONS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFNA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFOS,1.56,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFNS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,8:2FTS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFDA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,NMeFOSAA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFOSA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFDS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,NEtFOSAA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,11CL-PF3OUdS,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFUnA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFDoA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFTrDA,0,Emergent_Odonata,NA
HB_E_odon4,Hop Brook,PFTA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFBA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFPeA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFBS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFHxA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,4:2FTS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFPeS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,GenX,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,ADONA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFHpA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFHxS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFOA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFHpS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,6:2FTS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,9Cl-PF3ONS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFNA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFOS,3.16,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFNS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,8:2FTS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFDA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,NMeFOSAA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFOSA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFDS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,NEtFOSAA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,11CL-PF3OUdS,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFUnA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFDoA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFTrDA,0,Emergent_Odonata,NA
HB_E_odon5,Hop Brook,PFTA,0,Emergent_Odonata,NA
HB_B_Odon1,Hop Brook,PFBA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFPeA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFBS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFHxA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,4:2FTS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFPeS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,GenX,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,ADONA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFHpA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFHxS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFOA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFHpS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,6:2FTS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFNA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFOS,3.48,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFNS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,8:2FTS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFDA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,NMeFOSAA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFOSA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFDS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,NEtFOSAA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,11CL-PF3OUdS,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFUnA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFDoA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFTrDA,0,Larval_Odonata,NA
HB_B_Odon1,Hop Brook,PFTA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFBA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFPeA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFBS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFHxA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,4:2FTS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFPeS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,GenX,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,ADONA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFHpA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFHxS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFOA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFHpS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,6:2FTS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFNA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFOS,2.9,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFNS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,8:2FTS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFDA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,NMeFOSAA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFOSA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFDS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,NEtFOSAA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,11CL-PF3OUdS,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFUnA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFDoA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFTrDA,0,Larval_Odonata,NA
HB_B_Odon2,Hop Brook,PFTA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFBA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFPeA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFBS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFHxA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,4:2FTS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFPeS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,GenX,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,ADONA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFHpA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFHxS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFOA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFHpS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,6:2FTS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFNA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFOS,3.75,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFNS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,8:2FTS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFDA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,NMeFOSAA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFOSA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFDS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,NEtFOSAA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,11CL-PF3OUdS,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFUnA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFDoA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFTrDA,0,Larval_Odonata,NA
HB_B_Odon3,Hop Brook,PFTA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFBA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFPeA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFBS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFHxA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,4:2FTS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFPeS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,GenX,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,ADONA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFHpA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFHxS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFOA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFHpS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,6:2FTS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFNA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFOS,5.48,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFNS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,8:2FTS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFDA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,NMeFOSAA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFOSA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFDS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,NEtFOSAA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,11CL-PF3OUdS,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFUnA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFDoA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFTrDA,0,Larval_Odonata,NA
HB_B_Odon4,Hop Brook,PFTA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFBA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFPeA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFBS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFHxA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,4:2FTS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFPeS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,GenX,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,ADONA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFHpA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFHxS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFOA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFHpS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,6:2FTS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFNA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFOS,3.74,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFNS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,8:2FTS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFDA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,NMeFOSAA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFOSA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFDS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,NEtFOSAA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,11CL-PF3OUdS,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFUnA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFDoA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFTrDA,0,Larval_Odonata,NA
HB_B_Odon5,Hop Brook,PFTA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFBA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFPeA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFBS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFHxA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,4:2FTS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFPeS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,GenX,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,ADONA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFHpA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFHxS,0.51,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFOA,0.68,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFHpS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,6:2FTS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFNA,14.91,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFOS,27.28,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFNS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,8:2FTS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFDA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,NMeFOSAA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFOSA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFDS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,NEtFOSAA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,11CL-PF3OUdS,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFUnA,3.22,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFDoA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFTrDA,0,Larval_Odonata,NA
RB_B_Odon1,Russell Brook,PFTA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFBA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFPeA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFBS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFHxA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,4:2FTS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFPeS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,GenX,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,ADONA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFHpA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFHxS,1.95,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFOA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFHpS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,6:2FTS,19.06,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFNA,20.04,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFOS,62.83,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFNS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,8:2FTS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFDA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,NMeFOSAA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFOSA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFDS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,NEtFOSAA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,11CL-PF3OUdS,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFUnA,3.31,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFDoA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFTrDA,0,Larval_Odonata,NA
RB_B_Odon2,Russell Brook,PFTA,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFBA,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFPeA,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFBS,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFHxA,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,4:2FTS,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFPeS,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,GenX,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,ADONA,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFHpA,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFHxS,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFOA,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFHpS,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,6:2FTS,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,9Cl-PF3ONS,0,Larval_Odonata,NA
RB_B_Odon3,Russell Brook,PFNA,11.19,Larval_Odonata,NA
