"COC","CESE.ID","Field.ID","Site","Sample.Type","Collected","Received","Prep.Date","Analysis.Date","Units","Compound","Conc","RL","BRL"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxS","0.94","0.2","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOA","ND","0.49","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpS","ND","0.31","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X6.2FTS","ND","2.69","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNA","30.4","0.91","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOS","31.8","0.35","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNS","ND","0.72","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X8.2FTS","ND","2.25","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDA","ND","0.69","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NMeFOSAA","ND","5.81","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOSA","ND","0.36","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDS","ND","0.75","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NEtFOSAA","ND","2.17","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFUnA","ND","1.1","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDoA","ND","1.07","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTrDA","ND","2.05","no"
220324,"220324-034","RB_E_Dip1","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTA","ND","2","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBA","ND","0.27","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeA","ND","0.42","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBS","ND","0.27","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxA","ND","0.49","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X4.2FTS","ND","2.05","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeS","ND","0.21","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","GenX","ND","1.7","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","ADONA","ND","0.23","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpA","ND","0.49","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxS","0.48","0.2","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOA","ND","0.49","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpS","ND","0.31","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X6.2FTS","ND","2.69","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNA","35.26","0.91","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOS","25.73","0.35","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNS","ND","0.72","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X8.2FTS","ND","2.25","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDA","ND","0.69","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NMeFOSAA","ND","5.81","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOSA","ND","0.36","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDS","ND","0.75","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NEtFOSAA","ND","2.17","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFUnA","ND","1.1","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDoA","ND","1.07","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTrDA","ND","2.05","no"
220324,"220324-035","RB_E_Dip2","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTA","ND","2","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBA","ND","0.27","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeA","ND","0.42","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBS","ND","0.27","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxA","ND","0.49","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X4.2FTS","ND","2.05","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeS","ND","0.21","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","GenX","ND","1.7","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","ADONA","ND","0.23","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpA","ND","0.49","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxS","ND","0.2","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOA","ND","0.49","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpS","ND","0.31","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X6.2FTS","6.07","2.69","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNA","41.14","0.91","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOS","33.05","0.35","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNS","ND","0.72","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X8.2FTS","ND","2.25","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDA","ND","0.69","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NMeFOSAA","ND","5.81","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOSA","ND","0.36","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDS","ND","0.75","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NEtFOSAA","ND","2.17","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFUnA","ND","1.1","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDoA","ND","1.07","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTrDA","ND","2.05","no"
220324,"220324-036","RB_E_Dip3","Russell Brook","Emergent_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTA","ND","2","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBA","ND","0.27","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeA","ND","0.42","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBS","ND","0.27","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxA","ND","0.49","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X4.2FTS","ND","2.05","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeS","ND","0.21","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","GenX","ND","1.7","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","ADONA","ND","0.23","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpA","ND","0.49","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxS","0.51","0.2","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOA","0.68","0.49","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpS","ND","0.31","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X6.2FTS","ND","2.69","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNA","14.91","0.91","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOS","27.28","0.35","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNS","ND","0.72","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X8.2FTS","ND","2.25","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDA","ND","0.69","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NMeFOSAA","ND","5.81","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOSA","ND","0.36","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDS","ND","0.75","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NEtFOSAA","ND","2.17","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFUnA","3.22","1.1","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDoA","ND","1.07","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTrDA","ND","2.05","no"
220324,"220324-037","RB_B_Odon1","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTA","ND","2","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBA","ND","0.27","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeA","ND","0.42","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBS","ND","0.27","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxA","ND","0.49","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X4.2FTS","ND","2.05","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeS","ND","0.21","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","GenX","ND","1.7","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","ADONA","ND","0.23","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpA","ND","0.49","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxS","1.95","0.2","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOA","ND","0.49","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpS","ND","0.31","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X6.2FTS","19.06","2.69","yes"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNA","20.04","0.91","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOS","62.83","0.35","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNS","ND","0.72","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X8.2FTS","ND","2.25","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDA","ND","0.69","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NMeFOSAA","ND","5.81","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOSA","ND","0.36","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDS","ND","0.75","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NEtFOSAA","ND","2.17","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFUnA","3.31","1.1","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDoA","ND","1.07","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTrDA","ND","2.05","no"
220324,"220324-038","RB_B_Odon2","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTA","ND","2","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBA","ND","0.27","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeA","ND","0.42","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBS","ND","0.27","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxA","ND","0.49","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X4.2FTS","ND","2.05","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeS","ND","0.21","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","GenX","ND","1.7","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","ADONA","ND","0.23","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpA","ND","0.49","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxS","ND","0.2","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOA","ND","0.49","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHpS","ND","0.31","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X6.2FTS","ND","2.69","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X9Cl.PF3ONS","ND","0.27","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNA","11.19","0.91","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOS","9.14","0.35","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFNS","ND","0.72","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X8.2FTS","ND","2.25","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDA","ND","0.69","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NMeFOSAA","ND","5.81","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFOSA","ND","0.36","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDS","ND","0.75","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","NEtFOSAA","ND","2.17","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X11CL.PF3OUdS","ND","0.38","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFUnA","ND","1.1","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFDoA","ND","1.07","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTrDA","ND","2.05","no"
220324,"220324-039","RB_B_Odon3","Russell Brook","Larval_Odonata","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFTA","ND","2","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBA","ND","0.27","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeA","ND","0.42","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFBS","ND","0.27","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFHxA","ND","0.49","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","X4.2FTS","ND","2.05","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","PFPeS","ND","0.21","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","GenX","ND","1.7","no"
220324,"220324-040","RB_B_Dip1","Russell Brook","Larval_Diptera","6/2/22","8/29/22","10/13/22","10/14/22","ng/g ww","ADONA","ND","0.23","no"
