Sample_ID,Site,Sample_type,Size_class,PFBA,PFPeA,PFBS,PFHxA,4:2FTS,PFPeS,GenX,ADONA,PFHpA,PFHxS,PFOA,PFHpS,6:2FTS,9Cl-PF3ONS,PFNA,PFOS,PFNS,8:2FTS,PFDA,NMeFOSAA,PFOSA,PFDS,NEtFOSAA,11-ClPF3OUdS,PFUnA,PFDoA,PFTrDA,PFTA
Peq_BF2_A23,Pequabuck River,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.58,0,0,0
Peq_BF3_A23,Pequabuck River,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,1.98,0,0,0,0,0,0,0,0,2.17,0,0,0
Bur_BF1_A23,Burr Pond Brook,Biofilm,NA,0,0,0,1.92,0,0,0,0,0,0,2.68,0,0,0,0,4.02,0,0,0,0,0,0,0,0,2.3,0,0,0
Bur_BF2_A23,Burr Pond Brook,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,3.3,0,0,0,0,0,0,0,0,2.72,0,0,0
Bur_BF3_A23,Burr Pond Brook,Biofilm,NA,0,0,0,1.99,0,0,0,0,0,0,2.58,0,0,0,0,3.38,0,0,0,0,0,0,0,0,2.58,2.19,0,0
Rat_BF1_J23,Ratlum Brook,Biofilm,NA,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat_BF2_J23,Ratlum Brook,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat_BF3_J23,Ratlum Brook,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peq_BF1_J23,Pequabuck River,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peq_BF2_J23,Pequabuck River,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0
Peq_BF3_J23,Pequabuck River,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0
Bur_BF1_J23,Burr Pond Brook,Biofilm,NA,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,2.57,0,0,0,0,0,0,0,0,2.77,0,0,0
Bur_BF2_J23,Burr Pond Brook,Biofilm,NA,0,0,0,1.97,0,0,0,0,0,0,2.76,0,0,0,0,5.33,0,0,0,0,0,0,0,0,3.95,0,0,0
Bur_BF3_J23,Burr Pond Brook,Biofilm,NA,0,0,0,2.2,0,0,0,0,0,0,2.8,0,0,0,0,4.2,0,0,0,0,0,0,0,0,3.2,0,0,0
Rat_det_A23,Ratlum Brook,Detritus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0
Peq_det_A23,Pequabuck River,Detritus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0
Bur_det_A23,Burr Pond Brook,Detritus,NA,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0
Rat_det_J23,Ratlum Brook,Detritus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0
Peq_det_J23,Pequabuck River,Detritus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0
Bur_det_J23,Burr Pond Brook,Detritus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0
Rat_ses1,Ratlum Brook,Seston,NA,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0
Peq_ses1,Pequabuck River,Seston,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0
Bur_ses1,Burr Pond Brook,Seston,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0
Rat_ses2,Ratlum Brook,Seston,NA,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0
Peq_ses2,Pequabuck River,Seston,NA,0,0,0,6.95,0,0,0,0,0,0,7.48,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0
Bur_ses2,Burr Pond Brook,Seston,NA,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Trich1,Ratlum Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Trich2,Ratlum Brook,Larval_Trichoptera,NA,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Trich3,Ratlum Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Pleco1,Ratlum Brook,Emergent_Plecoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Pleco2,Ratlum Brook,Emergent_Plecoptera,NA,0,0,0,2.51,0,0,0,0,0,0,2.62,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Pleco3,Ratlum Brook,Emergent_Plecoptera,NA,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Trich1,Pequabuck River,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Trich2,Pequabuck River,Emergent_Trichoptera,NA,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Trich3,Pequabuck River,Emergent_Trichoptera,NA,0,0,0,2.28,0,0,0,0,0,0,2.6,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Trich4,Pequabuck River,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Trich5,Pequabuck River,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Trich6,Pequabuck River,Emergent_Trichoptera,NA,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Dip1,Pequabuck River,Larval_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Dip1,Pequabuck River,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Dip2,Pequabuck River,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Dip3,Pequabuck River,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Eph1,Pequabuck River,Larval_Ephemeroptera,NA,0,0,0,0,0,0,0,0,0,0,20.11,0,0,0,0,16.62,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Eph2,Pequabuck River,Larval_Ephemeroptera,NA,0,0,0,0,0,0,0,0,0,0,69.44,0,0,0,0,26.23,0,0,0,0,0,0,0,0,0,0,0,0
Peq_E_Eph1,Pequabuck River,Emergent_Ephemeroptera,NA,0,0,0,4.46,0,0,0,0,0,0,5.45,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Odo1,Pequabuck River,Larval_Odonata,NA,0,0,0,0,0,0,0,0,0,0,22.51,0,0,0,0,7.08,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Trich1,Pequabuck River,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Trich2,Pequabuck River,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Trich3,Pequabuck River,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Trich4,Pequabuck River,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Trich5,Pequabuck River,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Trich6,Pequabuck River,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0
Peq_L_Trich7,Pequabuck River,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Dip1,Ratlum Brook,Larval_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Dip2,Ratlum Brook,Larval_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Dip1,Ratlum Brook,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Dip2,Ratlum Brook,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Dip3,Ratlum Brook,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Eph1,Ratlum Brook,Larval_Ephemeroptera,NA,0,0,0,0,0,49.05,0,0,0,0,7.2,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Eph2,Ratlum Brook,Larval_Ephemeroptera,NA,0,0,0,0,0,21.3,0,0,0,0,5.56,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Eph1,Ratlum Brook,Emergent_Ephemeroptera,NA,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Eph2,Ratlum Brook,Emergent_Ephemeroptera,NA,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Odo1,Ratlum Brook,Larval_Odonata,NA,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Odo2,Ratlum Brook,Larval_Odonata,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Odo3,Ratlum Brook,Larval_Odonata,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Pleco1,Ratlum Brook,Larval_Plecoptera,NA,0,0,0,0,0,0,0,0,0,0,10.74,0,0,0,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Pleco2,Ratlum Brook,Emergent_Plecoptera,NA,0,0,0,0,0,3.12,0,0,0,0,11.89,0,0,0,0,7.55,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Pleco4,Ratlum Brook,Emergent_Plecoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Pleco5,Ratlum Brook,Emergent_Plecoptera,NA,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Trich1,Ratlum Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Trich2,Ratlum Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Trich3,Ratlum Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Trich4,Ratlum Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Trich5,Ratlum Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Trich6,Ratlum Brook,Emergent_Trichoptera,NA,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0
Rat_E_Trich7,Ratlum Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0
Burr_L_Dip1,Burr Pond Brook,Larval_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0
Burr_L_Dip2,Burr Pond Brook,Larval_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0
Burr_L_Odo1,Burr Pond Brook,Larval_Odonata,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10.65,0,0,3.81,0,0,0,0,0,4.4,0,0,0
Burr_L_Odo2,Burr Pond Brook,Larval_Odonata,NA,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.71,9.8,0,0,4.94,0,0,0,0,0,3.99,0,0,0
Burr_L_Odo3,Burr Pond Brook,Larval_Odonata,NA,0,0,0,0,0,0,0,0,0,1.99,2.52,0,0,0,2.24,18.38,0,0,0,0,0,0,0,0,4.79,0,0,0
Burr_L_Pleco1,Burr Pond Brook,Larval_Plecoptera,NA,0,0,0,0,0,0,0,0,0,6.59,11.51,0,0,0,22.52,117.02,0,0,19.15,0,0,0,0,0,44.27,18.45,0,0
Burr_L_Pleco2,Burr Pond Brook,Larval_Plecoptera,NA,0,0,0,0,0,0,0,0,0,0,11.49,0,0,0,8.43,59.69,0,0,15.96,0,0,0,0,0,20.75,21.41,0,0
Burr_E_Pleco1,Burr Pond Brook,Emergent_Plecoptera,NA,0,0,0,0,0,0,0,0,0,4.07,9.95,0,0,0,56.23,132.69,0,0,21.55,0,0,0,0,0,97.9,15.39,10.55,3.53
Burr_E_Pleco2,Burr Pond Brook,Emergent_Plecoptera,NA,0,0,0,3.06,0,0,0,0,8.12,2.42,4.41,0,0,0,16.73,58.77,0,0,6.51,0,0,0,0,0,23.87,7.58,4.89,0
Burr_E_Pleco3,Burr Pond Brook,Emergent_Plecoptera,NA,0,0,0,2.99,0,0,0,0,4.3,2.31,3.78,0,0,0,23.66,73.8,0,0,16.16,0,0,0,0,0,38.84,8.19,2.12,0
Burr_L_Trich1,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,4.94,0,0,0,0,0,0,0,0,0,0,0,0
Burr_L_Trich2,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0
Burr_L_Trich3,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0
Burr_L_Trich4,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,2.43,0,0,0
Burr_L_Trich5,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0
Burr_L_Trich6,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,2.47,0,0,0
Burr_L_Trich7,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,14.57,0,0,0
Burr_L_Trich8,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,1.58,0,0,0
Burr_L_Trich9,Burr Pond Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0
Burr_E_Trich1,Burr Pond Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,4.18,6.49,0,0,0,6.84,45.89,0,0,8.14,0,0,0,0,0,9.58,0,0,0
Burr_E_Trich2,Burr Pond Brook,Emergent_Trichoptera,NA,0,0,0,0,0,0,0,0,0,4.34,6.46,0,0,0,4.98,38.57,0,0,8.31,0,0,0,0,0,8.12,0,0,0
Burr_E_Dip1,Burr Pond Brook,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,2.21,5.32,0,0,0,0,0,0,0,0,2.7,0,0,0
Burr_E_Dip2,Burr Pond Brook,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,1.87,0,0,0
Burr_E_Dip3,Burr Pond Brook,Emergent_Diptera,NA,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,2.29,4.29,0,0,0,0,0,0,0,0,2.15,0,0,0
Rat_L_Trich4,Ratlum Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Trich5,Ratlum Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_Trich6,Ratlum Brook,Larval_Trichoptera,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0
Rat_S_1,Ratlum Brook,Tetragnathidae,Small,0,0,0,7.91,0,0,0,0,0,0,9.23,0,0,0,0,7.91,0,0,11.9,0,0,0,0,0,0,15.8,0,0
Rat_S_2,Ratlum Brook,Tetragnathidae,Small,0,0,0,12.1,0,0,0,0,0,0,13.1,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,4.04
Rat_L_1,Ratlum Brook,Tetragnathidae,Large,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0
Rat_L_2,Ratlum Brook,Tetragnathidae,Large,0,0,0,0,0,0,0,0,17.6,0,4.77,0,0,0,0,5.37,0,0,0,0,0,0,0,0,2.68,7.45,0,0
Peq_S_1,Pequabuck River,Tetragnathidae,Small,0,0,0,7.7,0,0,0,0,0,0,7.73,0,0,0,0,3.57,0,0,0,0,4.16,0,0,0,0,0,0,0
Peq_L_1,Pequabuck River,Tetragnathidae,Large,0,0,0,0,0,0,0,0,17.64,0,3.89,0,0,0,2.39,3.89,0,0,0,0,2.09,0,0,0,2.69,0,0,0
Peq_L_2,Pequabuck River,Tetragnathidae,Large,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,4.94,0,0,0,0,0,0,0,0,0,7.72,0,0
Peq_L_3,Pequabuck River,Tetragnathidae,Large,0,0,0,3.37,0,0,0,0,16.6,0,3.93,0,0,0,2.53,3.65,0,0,0,0,0,0,0,0,2.81,0,0,0
Peq_L_4,Pequabuck River,Tetragnathidae,Large,0,0,0,2.69,0,0,0,0,13.2,0,2.91,0,0,0,1.79,2.02,0,0,0,0,0,0,0,0,0,0,0,0
Burr_S_1,Burr Pond Brook,Tetragnathidae,Small,0,0,0,4.73,0,0,0,0,0,3.04,4.73,0,0,0,4.06,13.5,0,0,6.09,0,0,0,0,0,4.73,8.45,0,0
Burr_S_2,Burr Pond Brook,Tetragnathidae,Small,0,0,0,0,0,0,0,0,20.2,0,5.23,0,0,0,3.49,10.8,0,0,6.27,0,0,0,0,0,4.88,0,0,0
Burr_L_1,Burr Pond Brook,Tetragnathidae,Large,0,0,0,3.7,0,0,0,0,0,0,3.98,0,0,0,2.56,13.7,0,0,4.55,0,0,0,0,0,4.55,7.11,0,0
Burr_L_2,Burr Pond Brook,Tetragnathidae,Large,0,0,0,3.49,0,0,0,0,17.1,0,4.36,0,0,0,3.49,16.6,0,0,5.52,0,0,0,0,0,5.81,0,0,0
